USER_ID,LONGITUDE,LATITUDE,CAPTURE_TIME
1,-71.1013847,42.3641703,2020-05-31 9:41:24
1,-71.1015711,42.364092,2020-05-31 9:42:24
1,-71.0852774,42.3631943,2020-05-31 9:42:30
1,-71.1015678,42.3641084,2020-05-31 9:43:25
1,-71.101529,42.3641448,2020-05-31 9:44:54
1,-71.1015715,42.3640795,2020-05-31 9:46:01
1,-71.0842462,42.3628078,2020-05-31 9:48:44
1,-71.1016002,42.3639841,2020-05-31 9:52:22
1,-71.0835417,42.3630087,2020-05-31 9:54:44
1,-71.0933389,42.3632138,2020-05-31 9:57:43
1,-71.0836833,42.362918,2020-05-31 10:00:44
1,-71.0929089,42.364995,2020-05-31 10:03:03
1,-71.0836263,42.3629004,2020-05-31 10:06:44
1,-71.0929479,42.3650955,2020-05-31 10:07:40
1,-71.092885,42.3650234,2020-05-31 10:09:01
1,-71.0928915,42.3650063,2020-05-31 10:11:35
1,-71.0836284,42.3629248,2020-05-31 10:12:45
1,-71.0928903,42.3650013,2020-05-31 10:13:00
1,-71.0836345,42.3628993,2020-05-31 10:13:53
1,-71.0928892,42.3650026,2020-05-31 10:14:06
1,-71.0836531,42.3629122,2020-05-31 10:15:07
1,-71.0934122,42.3645511,2020-05-31 10:15:09
1,-71.0836947,42.3629195,2020-05-31 10:16:28
1,-71.0928918,42.3650102,2020-05-31 10:16:30
1,-71.0837029,42.3629276,2020-05-31 10:17:32
1,-71.0929103,42.3650426,2020-05-31 10:18:01
1,-71.0837038,42.3629243,2020-05-31 10:18:34
1,-71.092907,42.3650702,2020-05-31 10:19:24
1,-71.0836574,42.3629201,2020-05-31 10:20:01
1,-71.0929018,42.3650502,2020-05-31 10:20:26
1,-71.0836603,42.3629081,2020-05-31 10:21:25
1,-71.092894,42.365034,2020-05-31 10:21:27
1,-71.0928843,42.3650301,2020-05-31 10:22:28
1,-71.0836937,42.3629203,2020-05-31 10:22:55
1,-71.0928855,42.365023,2020-05-31 10:23:30
1,-71.0836597,42.3629308,2020-05-31 10:24:25
1,-71.092894,42.3650326,2020-05-31 10:24:31
1,-71.0836602,42.3629305,2020-05-31 10:25:28
1,-71.0928473,42.3650966,2020-05-31 10:25:32
1,-71.0928919,42.3650709,2020-05-31 10:26:58
1,-71.0836709,42.3629266,2020-05-31 10:27:01
1,-71.0928918,42.3650815,2020-05-31 10:28:03
1,-71.0836614,42.3629307,2020-05-31 10:28:19
1,-71.0928921,42.3650816,2020-05-31 10:29:04
1,-71.0836497,42.3629208,2020-05-31 10:29:11
1,-71.0928622,42.3650801,2020-05-31 10:30:06
1,-71.0836635,42.3629339,2020-05-31 10:31:01
1,-71.0929019,42.365073,2020-05-31 10:31:07
1,-71.0929019,42.3650586,2020-05-31 10:32:08
1,-71.0836122,42.3629145,2020-05-31 10:32:28
1,-71.092893,42.3650708,2020-05-31 10:33:19
1,-71.0836166,42.3629049,2020-05-31 10:33:59
1,-71.0928932,42.3650815,2020-05-31 10:35:01
1,-71.0836326,42.3629023,2020-05-31 10:35:02
1,-71.0928916,42.3650712,2020-05-31 10:35:50
1,-71.0836298,42.3629132,2020-05-31 10:36:04
1,-71.0928808,42.3649245,2020-05-31 10:37:17
1,-71.0836,42.3629027,2020-05-31 10:37:41
1,-71.0931039,42.3640653,2020-05-31 10:38:32
1,-71.0836243,42.3629031,2020-05-31 10:39:01
1,-71.0909299,42.362783,2020-05-31 10:39:39
1,-71.0836166,42.3629049,2020-05-31 10:40:21
1,-71.087682,42.3625393,2020-05-31 10:40:43
1,-71.0836242,42.3629034,2020-05-31 10:41:57
1,-71.0836509,42.362901,2020-05-31 10:42:54
1,-71.0836593,42.3629078,2020-05-31 10:44:26
1,-71.0836426,42.3629248,2020-05-31 10:46:01
1,-71.0836954,42.3629201,2020-05-31 10:47:31
1,-71.0837179,42.3629427,2020-05-31 10:47:56
1,-71.0836478,42.3629177,2020-05-31 10:49:01
1,-71.0836478,42.3629178,2020-05-31 10:50:20
1,-71.083663,42.3629286,2020-05-31 10:52:01
1,-71.0836432,42.3629104,2020-05-31 10:53:15
1,-71.0837231,42.3629255,2020-05-31 10:53:48
1,-71.0836708,42.3629241,2020-05-31 10:54:35
1,-71.083711,42.3629158,2020-05-31 10:56:01
1,-71.0836707,42.3629003,2020-05-31 10:57:08
1,-71.0836378,42.3629154,2020-05-31 10:58:13
1,-71.0837187,42.3629247,2020-05-31 10:59:38
1,-71.08371,42.3629164,2020-05-31 10:59:56
1,-71.0836851,42.3629165,2020-05-31 11:04:20
1,-71.0836806,42.3629219,2020-05-31 11:05:28
1,-71.0836775,42.3629464,2020-05-31 11:05:38
1,-71.083679,42.3629174,2020-05-31 11:06:32
1,-71.0837112,42.3629166,2020-05-31 11:07:43
1,-71.0837279,42.3629196,2020-05-31 11:08:44
1,-71.0837112,42.3629166,2020-05-31 11:10:05
1,-71.0837236,42.362912,2020-05-31 11:11:08
1,-71.0836838,42.3629139,2020-05-31 11:11:38
1,-71.083728,42.3629195,2020-05-31 11:12:10
1,-71.0837112,42.3629166,2020-05-31 11:13:15
1,-71.0837277,42.3629196,2020-05-31 11:14:18
1,-71.0837278,42.3629196,2020-05-31 11:15:20
1,-71.0837277,42.3629196,2020-05-31 11:16:22
1,-71.0837236,42.362912,2020-05-31 11:17:24
1,-71.0844239,42.3634648,2020-05-31 11:17:45
1,-71.0837178,42.3629259,2020-05-31 11:19:01
1,-71.0837097,42.3629176,2020-05-31 11:20:27
1,-71.0836973,42.362919,2020-05-31 11:22:01
1,-71.0837178,42.3629176,2020-05-31 11:23:03
1,-71.0836431,42.3629112,2020-05-31 11:23:38
1,-71.0837054,42.3629228,2020-05-31 11:24:16
1,-71.0836879,42.3629179,2020-05-31 11:29:38
1,-71.0836696,42.3629556,2020-05-31 11:30:17
1,-71.0836478,42.3629208,2020-05-31 11:35:38
1,-71.0837707,42.3629131,2020-05-31 11:36:16
1,-71.0836665,42.3628964,2020-05-31 11:41:38
1,-71.0836856,42.3629331,2020-05-31 11:42:17
1,-71.0837266,42.3629201,2020-05-31 11:43:02
1,-71.0837183,42.3629187,2020-05-31 11:44:10
1,-71.0837099,42.3629137,2020-05-31 11:45:00
1,-71.0837265,42.3629203,2020-05-31 11:47:01
1,-71.0836396,42.3629221,2020-05-31 11:48:03
1,-71.0836327,42.3627683,2020-05-31 11:48:16
1,-71.083628,42.3629134,2020-05-31 11:49:24
1,-71.0836309,42.3629258,2020-05-31 11:51:01
1,-71.0836398,42.3629037,2020-05-31 11:52:03
1,-71.0837181,42.362915,2020-05-31 11:53:33
1,-71.0853866,42.3623165,2020-05-31 11:54:19
1,-71.0836566,42.3629244,2020-05-31 11:55:07
1,-71.0836321,42.3629219,2020-05-31 11:56:09
1,-71.0836378,42.362923,2020-05-31 11:57:11
1,-71.083674,42.3629219,2020-05-31 11:58:13
1,-71.0836635,42.3629293,2020-05-31 11:59:04
1,-71.0661772,42.3548316,2020-05-31 12:00:19
1,-71.0836672,42.3629175,2020-05-31 12:00:20
1,-71.0836938,42.3629129,2020-05-31 12:01:22
1,-71.0836708,42.3629053,2020-05-31 12:02:32
1,-71.0837349,42.362915,2020-05-31 12:04:01
1,-71.083632,42.3628924,2020-05-31 12:05:16
1,-71.0588107,42.3569008,2020-05-31 12:06:19
1,-71.0836807,42.3629052,2020-05-31 12:06:29
1,-71.0836824,42.3629148,2020-05-31 12:08:14
1,-71.0836607,42.36292,2020-05-31 12:09:15
1,-71.0836238,42.3629029,2020-05-31 12:10:20
1,-71.0836727,42.3628964,2020-05-31 12:11:22
1,-71.0682936,42.3611973,2020-05-31 12:12:18
1,-71.0837109,42.3629168,2020-05-31 12:13:01
1,-71.0837109,42.3629168,2020-05-31 12:14:03
1,-71.0837109,42.3629168,2020-05-31 12:15:05
1,-71.0836826,42.3629185,2020-05-31 12:16:29
1,-71.0836548,42.3628988,2020-05-31 12:17:31
1,-71.0843974,42.3627506,2020-05-31 12:18:18
1,-71.0836508,42.362901,2020-05-31 12:18:44
1,-71.083672,42.362915,2020-05-31 12:20:20
1,-71.0854811,42.362694,2020-05-31 12:24:19
1,-71.0834972,42.3630029,2020-05-31 12:26:22
1,-71.0862023,42.3624675,2020-05-31 12:30:21
1,-71.083714,42.3628434,2020-05-31 12:32:20
1,-71.0859109,42.3623048,2020-05-31 12:36:21
1,-71.083729,42.36296,2020-05-31 12:38:20
1,-71.0837851,42.3627974,2020-05-31 12:42:20
1,-71.083772,42.3628152,2020-05-31 12:44:20
1,-71.0838785,42.3628253,2020-05-31 12:48:17
1,-71.0836386,42.3629053,2020-05-31 12:50:21
1,-71.0839358,42.3628233,2020-05-31 12:54:08
1,-71.0836663,42.3629131,2020-05-31 12:56:21
1,-71.0836698,42.362955,2020-05-31 13:00:18
